parent_code,child_code,relationship
K80.6,K80.60,is-a
K80.6,K80.61,is-a
K80.6,K80.62,is-a
K80.6,K80.63,is-a
K80.6,K80.64,is-a
K80.6,K80.65,is-a
K80.6,K80.66,is-a
K80.6,K80.67,is-a
K80.7,K80.70,is-a
K80.7,K80.71,is-a
K80.8,K80.80,is-a
K80.8,K80.81,is-a
K81,K81.0,is-a
K81,K81.1,is-a
K81,K81.2,is-a
K81,K81.9,is-a
K82,K82.0,is-a
K82,K82.1,is-a
K82,K82.2,is-a
K82,K82.3,is-a
K82,K82.4,is-a
K82,K82.8,is-a
K82,K82.9,is-a
K82,K82.A,is-a
K82.A,K82.A1,is-a
K82.A,K82.A2,is-a
K83,K83.0,is-a
K83,K83.1,is-a
K83,K83.2,is-a
K83,K83.3,is-a
K83,K83.4,is-a
K83,K83.5,is-a
K83,K83.8,is-a
K83,K83.9,is-a
K83.0,K83.01,is-a
K83.0,K83.09,is-a
K85,K85.0,is-a
K85,K85.1,is-a
K85,K85.2,is-a
K85,K85.3,is-a
K85,K85.8,is-a
K85,K85.9,is-a
K85.0,K85.00,is-a
K85.0,K85.01,is-a
K85.0,K85.02,is-a
K85.1,K85.10,is-a
K85.1,K85.11,is-a
K85.1,K85.12,is-a
K85.2,K85.20,is-a
K85.2,K85.21,is-a
K85.2,K85.22,is-a
K85.3,K85.30,is-a
K85.3,K85.31,is-a
K85.3,K85.32,is-a
K85.8,K85.80,is-a
K85.8,K85.81,is-a
K85.8,K85.82,is-a
K85.9,K85.90,is-a
K85.9,K85.91,is-a
K85.9,K85.92,is-a
K86,K86.0,is-a
K86,K86.1,is-a
K86,K86.2,is-a
K86,K86.3,is-a
K86,K86.8,is-a
K86,K86.9,is-a
K86.8,K86.81,is-a
K86.8,K86.89,is-a
K90,K90.0,is-a
K90,K90.1,is-a
K90,K90.2,is-a
K90,K90.3,is-a
K90,K90.4,is-a
K90,K90.8,is-a
K90,K90.9,is-a
K90.4,K90.41,is-a
K90.4,K90.49,is-a
K90.8,K90.81,is-a
K90.8,K90.82,is-a
K90.8,K90.83,is-a
K90.8,K90.89,is-a
K90.82,K90.821,is-a
K90.82,K90.822,is-a
K90.82,K90.829,is-a
K91,K91.0,is-a
K91,K91.1,is-a
K91,K91.2,is-a
K91,K91.3,is-a
K91,K91.5,is-a
K91,K91.6,is-a
K91,K91.7,is-a
K91,K91.8,is-a
K91.3,K91.30,is-a
K91.3,K91.31,is-a
K91.3,K91.32,is-a
K91.6,K91.61,is-a
K91.6,K91.62,is-a
K91.7,K91.71,is-a
K91.7,K91.72,is-a
K91.8,K91.81,is-a
K91.8,K91.82,is-a
K91.8,K91.83,is-a
K91.8,K91.84,is-a
K91.8,K91.85,is-a
K91.8,K91.86,is-a
K91.8,K91.87,is-a
K91.8,K91.89,is-a
K91.84,K91.840,is-a
K91.84,K91.841,is-a
K91.85,K91.850,is-a
K91.85,K91.858,is-a
K91.87,K91.870,is-a
K91.87,K91.871,is-a
K91.87,K91.872,is-a
K91.87,K91.873,is-a
K92,K92.0,is-a
K92,K92.1,is-a
K92,K92.2,is-a
K92,K92.8,is-a
K92,K92.9,is-a
K92.8,K92.81,is-a
K92.8,K92.89,is-a
K94,K94.0,is-a
K94,K94.1,is-a
K94,K94.2,is-a
K94,K94.3,is-a
K94.0,K94.00,is-a
K94.0,K94.01,is-a
K94.0,K94.02,is-a
K94.0,K94.03,is-a
K94.0,K94.09,is-a
K94.1,K94.10,is-a
K94.1,K94.11,is-a
K94.1,K94.12,is-a
K94.1,K94.13,is-a
K94.1,K94.19,is-a
K94.2,K94.20,is-a
K94.2,K94.21,is-a
K94.2,K94.22,is-a
K94.2,K94.23,is-a
K94.2,K94.29,is-a
K94.3,K94.30,is-a
K94.3,K94.31,is-a
K94.3,K94.32,is-a
K94.3,K94.33,is-a
K94.3,K94.39,is-a
K95,K95.0,is-a
K95,K95.8,is-a
K95.0,K95.01,is-a
K95.0,K95.09,is-a
K95.8,K95.81,is-a
K95.8,K95.89,is-a
L01,L01.0,is-a
L01,L01.1,is-a
L01.0,L01.00,is-a
L01.0,L01.01,is-a
L01.0,L01.02,is-a
L01.0,L01.03,is-a
L01.0,L01.09,is-a
L02,L02.0,is-a
L02,L02.1,is-a
L02,L02.2,is-a
L02,L02.3,is-a
L02,L02.4,is-a
L02,L02.5,is-a
L02,L02.6,is-a
L02,L02.8,is-a
L02,L02.9,is-a
L02.0,L02.01,is-a
L02.0,L02.02,is-a
L02.0,L02.03,is-a
L02.1,L02.11,is-a
L02.1,L02.12,is-a
L02.1,L02.13,is-a
L02.2,L02.21,is-a
L02.2,L02.22,is-a
L02.2,L02.23,is-a
L02.21,L02.211,is-a
L02.21,L02.212,is-a
L02.21,L02.213,is-a
L02.21,L02.214,is-a
L02.21,L02.215,is-a
L02.21,L02.216,is-a
L02.21,L02.217,is-a
L02.21,L02.219,is-a
L02.22,L02.221,is-a
L02.22,L02.222,is-a
L02.22,L02.223,is-a
L02.22,L02.224,is-a
L02.22,L02.225,is-a
L02.22,L02.226,is-a
L02.22,L02.227,is-a
L02.22,L02.229,is-a
L02.23,L02.231,is-a
L02.23,L02.232,is-a
L02.23,L02.233,is-a
L02.23,L02.234,is-a
L02.23,L02.235,is-a
L02.23,L02.236,is-a
L02.23,L02.239,is-a
L02.3,L02.31,is-a
L02.3,L02.32,is-a
L02.3,L02.33,is-a
L02.4,L02.41,is-a
L02.4,L02.42,is-a
L02.4,L02.43,is-a
L02.41,L02.411,is-a
L02.41,L02.412,is-a
L02.41,L02.413,is-a
L02.41,L02.414,is-a
L02.41,L02.415,is-a
L02.41,L02.416,is-a
L02.41,L02.419,is-a
L02.42,L02.421,is-a
L02.42,L02.422,is-a
L02.42,L02.423,is-a
L02.42,L02.424,is-a
L02.42,L02.425,is-a
L02.42,L02.426,is-a
L02.42,L02.429,is-a
L02.43,L02.431,is-a
L02.43,L02.432,is-a
L02.43,L02.433,is-a
L02.43,L02.434,is-a
L02.43,L02.435,is-a
L02.43,L02.436,is-a
L02.43,L02.439,is-a
L02.5,L02.51,is-a
L02.5,L02.52,is-a
L02.5,L02.53,is-a
L02.51,L02.511,is-a
L02.51,L02.512,is-a
L02.51,L02.519,is-a
L02.52,L02.521,is-a
L02.52,L02.522,is-a
L02.52,L02.529,is-a
L02.53,L02.531,is-a
L02.53,L02.532,is-a
L02.53,L02.539,is-a
L02.6,L02.61,is-a
L02.6,L02.62,is-a
L02.6,L02.63,is-a
L02.61,L02.611,is-a
L02.61,L02.612,is-a
L02.61,L02.619,is-a
L02.62,L02.621,is-a
L02.62,L02.622,is-a
L02.62,L02.629,is-a
L02.63,L02.631,is-a
L02.63,L02.632,is-a
L02.63,L02.639,is-a
L02.8,L02.81,is-a
L02.8,L02.82,is-a
L02.8,L02.83,is-a
L02.81,L02.811,is-a
L02.81,L02.818,is-a
L02.82,L02.821,is-a
L02.82,L02.828,is-a
L02.83,L02.831,is-a
L02.83,L02.838,is-a
L02.9,L02.91,is-a
L02.9,L02.92,is-a
L02.9,L02.93,is-a
L03,L03.0,is-a
L03,L03.1,is-a
L03,L03.2,is-a
L03,L03.3,is-a
L03,L03.8,is-a
L03,L03.9,is-a
L03.0,L03.01,is-a
L03.0,L03.02,is-a
L03.0,L03.03,is-a
L03.0,L03.04,is-a
L03.01,L03.011,is-a
L03.01,L03.012,is-a
L03.01,L03.019,is-a
L03.02,L03.021,is-a
L03.02,L03.022,is-a
L03.02,L03.029,is-a
L03.03,L03.031,is-a
L03.03,L03.032,is-a
L03.03,L03.039,is-a
L03.04,L03.041,is-a
L03.04,L03.042,is-a
L03.04,L03.049,is-a
L03.1,L03.11,is-a
L03.1,L03.12,is-a
L03.11,L03.111,is-a
L03.11,L03.112,is-a
L03.11,L03.113,is-a
L03.11,L03.114,is-a
L03.11,L03.115,is-a
L03.11,L03.116,is-a
L03.11,L03.119,is-a
L03.12,L03.121,is-a
L03.12,L03.122,is-a
L03.12,L03.123,is-a
L03.12,L03.124,is-a
L03.12,L03.125,is-a
L03.12,L03.126,is-a
L03.12,L03.129,is-a
L03.2,L03.21,is-a
L03.2,L03.22,is-a
L03.21,L03.211,is-a
L03.21,L03.212,is-a
L03.21,L03.213,is-a
L03.22,L03.221,is-a
L03.22,L03.222,is-a
L03.3,L03.31,is-a
L03.3,L03.32,is-a
L03.31,L03.311,is-a
L03.31,L03.312,is-a
L03.31,L03.313,is-a
L03.31,L03.314,is-a
L03.31,L03.315,is-a
L03.31,L03.316,is-a
L03.31,L03.317,is-a
L03.31,L03.319,is-a
L03.31,L03.31A,is-a
L03.32,L03.321,is-a
L03.32,L03.322,is-a
L03.32,L03.323,is-a
L03.32,L03.324,is-a
L03.32,L03.325,is-a
L03.32,L03.326,is-a
L03.32,L03.327,is-a
L03.32,L03.329,is-a
L03.32,L03.32A,is-a
L03.8,L03.81,is-a
L03.8,L03.89,is-a
L03.81,L03.811,is-a
L03.81,L03.818,is-a
L03.89,L03.891,is-a
L03.89,L03.898,is-a
L03.9,L03.90,is-a
L03.9,L03.91,is-a
L04,L04.0,is-a
L04,L04.1,is-a
L04,L04.2,is-a
L04,L04.3,is-a
L04,L04.8,is-a
L04,L04.9,is-a
L05,L05.0,is-a
L05,L05.9,is-a
L05.0,L05.01,is-a
L05.0,L05.02,is-a
L05.9,L05.91,is-a
L05.9,L05.92,is-a
L08,L08.0,is-a
L08,L08.1,is-a
L08,L08.8,is-a
L08,L08.9,is-a
L08.8,L08.81,is-a
L08.8,L08.82,is-a
L08.8,L08.89,is-a
L10,L10.0,is-a
L10,L10.1,is-a
L10,L10.2,is-a
L10,L10.3,is-a
L10,L10.4,is-a
L10,L10.5,is-a
L10,L10.8,is-a
L10,L10.9,is-a
L10.8,L10.81,is-a
L10.8,L10.89,is-a
L11,L11.0,is-a
L11,L11.1,is-a
L11,L11.8,is-a
L11,L11.9,is-a
L12,L12.0,is-a
L12,L12.1,is-a
L12,L12.2,is-a
L12,L12.3,is-a
L12,L12.8,is-a
L12,L12.9,is-a
L12.3,L12.30,is-a
L12.3,L12.31,is-a
L12.3,L12.35,is-a
L13,L13.0,is-a
L13,L13.1,is-a
L13,L13.8,is-a
L13,L13.9,is-a
L20,L20.0,is-a
L20,L20.8,is-a
L20,L20.9,is-a
L20.8,L20.81,is-a
L20.8,L20.82,is-a
L20.8,L20.83,is-a
L20.8,L20.84,is-a
L20.8,L20.89,is-a
L21,L21.0,is-a
L21,L21.1,is-a
L21,L21.8,is-a
L21,L21.9,is-a
L23,L23.0,is-a
L23,L23.1,is-a
L23,L23.2,is-a
L23,L23.3,is-a
L23,L23.4,is-a
L23,L23.5,is-a
L23,L23.6,is-a
L23,L23.7,is-a
L23,L23.8,is-a
L23,L23.9,is-a
L23.8,L23.81,is-a
L23.8,L23.89,is-a
L24,L24.0,is-a
L24,L24.1,is-a
L24,L24.2,is-a
L24,L24.3,is-a
L24,L24.4,is-a
L24,L24.5,is-a
L24,L24.6,is-a
L24,L24.7,is-a
L24,L24.8,is-a
L24,L24.9,is-a
L24,L24.A,is-a
L24,L24.B,is-a
L24.8,L24.81,is-a
L24.8,L24.89,is-a
L24.A,L24.A0,is-a
L24.A,L24.A1,is-a
L24.A,L24.A2,is-a
L24.A,L24.A9,is-a
L24.B,L24.B0,is-a
L24.B,L24.B1,is-a
L24.B,L24.B2,is-a
L24.B,L24.B3,is-a
L25,L25.0,is-a
L25,L25.1,is-a
L25,L25.2,is-a
L25,L25.3,is-a
L25,L25.4,is-a
L25,L25.5,is-a
L25,L25.8,is-a
L25,L25.9,is-a
L27,L27.0,is-a
L27,L27.1,is-a
L27,L27.2,is-a
L27,L27.8,is-a
L27,L27.9,is-a
L28,L28.0,is-a
L28,L28.1,is-a
L28,L28.2,is-a
L29,L29.0,is-a
L29,L29.1,is-a
L29,L29.2,is-a
L29,L29.3,is-a
L29,L29.8,is-a
L29,L29.9,is-a
L29.8,L29.81,is-a
L29.8,L29.89,is-a
L30,L30.0,is-a
L30,L30.1,is-a
L30,L30.2,is-a
L30,L30.3,is-a
L30,L30.4,is-a
L30,L30.5,is-a
L30,L30.8,is-a
L30,L30.9,is-a
L40,L40.0,is-a
L40,L40.1,is-a
L40,L40.2,is-a
L40,L40.3,is-a
L40,L40.4,is-a
L40,L40.5,is-a
L40,L40.8,is-a
L40,L40.9,is-a
L40.5,L40.50,is-a
L40.5,L40.51,is-a
L40.5,L40.52,is-a
L40.5,L40.53,is-a
L40.5,L40.54,is-a
L40.5,L40.59,is-a
L41,L41.0,is-a
L41,L41.1,is-a
L41,L41.3,is-a
L41,L41.4,is-a
L41,L41.5,is-a
L41,L41.8,is-a
L41,L41.9,is-a
L43,L43.0,is-a
L43,L43.1,is-a
L43,L43.2,is-a
L43,L43.3,is-a
L43,L43.8,is-a
L43,L43.9,is-a
L44,L44.0,is-a
L44,L44.1,is-a
L44,L44.2,is-a
L44,L44.3,is-a
L44,L44.4,is-a
L44,L44.8,is-a
L44,L44.9,is-a
L49,L49.0,is-a
L49,L49.1,is-a
L49,L49.2,is-a
L49,L49.3,is-a
L49,L49.4,is-a
L49,L49.5,is-a
L49,L49.6,is-a
L49,L49.7,is-a
L49,L49.8,is-a
L49,L49.9,is-a
L50,L50.0,is-a
L50,L50.1,is-a
L50,L50.2,is-a
L50,L50.3,is-a
L50,L50.4,is-a
L50,L50.5,is-a
L50,L50.6,is-a
L50,L50.8,is-a
L50,L50.9,is-a
L51,L51.0,is-a
L51,L51.1,is-a
L51,L51.2,is-a
L51,L51.3,is-a
L51,L51.8,is-a
L51,L51.9,is-a
L53,L53.0,is-a
L53,L53.1,is-a
L53,L53.2,is-a
L53,L53.3,is-a
L53,L53.8,is-a
L53,L53.9,is-a
L55,L55.0,is-a
L55,L55.1,is-a
L55,L55.2,is-a
L55,L55.9,is-a
L56,L56.0,is-a
L56,L56.1,is-a
L56,L56.2,is-a
L56,L56.3,is-a
L56,L56.4,is-a
L56,L56.5,is-a
L56,L56.8,is-a
L56,L56.9,is-a
L57,L57.0,is-a
L57,L57.1,is-a
L57,L57.2,is-a
L57,L57.3,is-a
L57,L57.4,is-a
L57,L57.5,is-a
L57,L57.8,is-a
L57,L57.9,is-a
L58,L58.0,is-a
L58,L58.1,is-a
L58,L58.9,is-a
L59,L59.0,is-a
L59,L59.8,is-a
L59,L59.9,is-a
L60,L60.0,is-a
L60,L60.1,is-a
L60,L60.2,is-a
L60,L60.3,is-a
L60,L60.4,is-a
L60,L60.5,is-a
L60,L60.8,is-a
L60,L60.9,is-a
L63,L63.0,is-a
L63,L63.1,is-a
L63,L63.2,is-a
L63,L63.8,is-a
L63,L63.9,is-a
L64,L64.0,is-a
L64,L64.8,is-a
L64,L64.9,is-a
L65,L65.0,is-a
L65,L65.1,is-a
L65,L65.2,is-a
L65,L65.8,is-a
L65,L65.9,is-a
L66,L66.0,is-a
L66,L66.1,is-a
L66,L66.2,is-a
L66,L66.3,is-a
L66,L66.4,is-a
L66,L66.8,is-a
L66,L66.9,is-a
L66.1,L66.10,is-a
L66.1,L66.11,is-a
L66.1,L66.12,is-a
L66.1,L66.19,is-a
L66.8,L66.81,is-a
L66.8,L66.89,is-a
L67,L67.0,is-a
L67,L67.1,is-a
L67,L67.8,is-a
L67,L67.9,is-a
L68,L68.0,is-a
L68,L68.1,is-a
L68,L68.2,is-a
L68,L68.3,is-a
L68,L68.8,is-a
L68,L68.9,is-a
L70,L70.0,is-a
L70,L70.1,is-a
L70,L70.2,is-a
L70,L70.3,is-a
L70,L70.4,is-a
L70,L70.5,is-a
L70,L70.8,is-a
L70,L70.9,is-a
L71,L71.0,is-a
L71,L71.1,is-a
L71,L71.8,is-a
L71,L71.9,is-a
L72,L72.0,is-a
L72,L72.1,is-a
L72,L72.2,is-a
L72,L72.3,is-a
L72,L72.8,is-a
L72,L72.9,is-a
L72.1,L72.11,is-a
L72.1,L72.12,is-a
L73,L73.0,is-a
L73,L73.1,is-a
L73,L73.2,is-a
L73,L73.8,is-a
L73,L73.9,is-a
L74,L74.0,is-a
L74,L74.1,is-a
L74,L74.2,is-a
L74,L74.3,is-a
L74,L74.4,is-a
L74,L74.5,is-a
L74,L74.8,is-a
L74,L74.9,is-a
L74.5,L74.51,is-a
L74.5,L74.52,is-a
L74.51,L74.510,is-a
L74.51,L74.511,is-a
L74.51,L74.512,is-a
L74.51,L74.513,is-a
L74.51,L74.519,is-a
L75,L75.0,is-a
L75,L75.1,is-a
L75,L75.2,is-a
L75,L75.8,is-a
L75,L75.9,is-a
L76,L76.0,is-a
L76,L76.1,is-a
L76,L76.2,is-a
L76,L76.3,is-a
L76,L76.8,is-a
L76.0,L76.01,is-a
L76.0,L76.02,is-a
L76.1,L76.11,is-a
L76.1,L76.12,is-a
L76.2,L76.21,is-a
L76.2,L76.22,is-a
L76.3,L76.31,is-a
L76.3,L76.32,is-a
L76.3,L76.33,is-a
L76.3,L76.34,is-a
L76.8,L76.81,is-a
L76.8,L76.82,is-a
L81,L81.0,is-a
L81,L81.1,is-a
L81,L81.2,is-a
L81,L81.3,is-a
L81,L81.4,is-a
L81,L81.5,is-a
L81,L81.6,is-a
L81,L81.7,is-a
L81,L81.8,is-a
L81,L81.9,is-a
L82,L82.0,is-a
L82,L82.1,is-a
L85,L85.0,is-a
L85,L85.1,is-a
L85,L85.2,is-a
L85,L85.3,is-a
L85,L85.8,is-a
L85,L85.9,is-a
L87,L87.0,is-a
L87,L87.1,is-a
L87,L87.2,is-a
L87,L87.8,is-a
L87,L87.9,is-a
L89,L89.0,is-a
L89,L89.1,is-a
L89,L89.2,is-a
L89,L89.3,is-a
L89,L89.4,is-a
L89,L89.5,is-a
L89,L89.6,is-a
L89,L89.8,is-a
L89,L89.9,is-a
L89.0,L89.00,is-a
L89.0,L89.01,is-a
L89.0,L89.02,is-a
L89.00,L89.000,is-a
L89.00,L89.001,is-a
L89.00,L89.002,is-a
L89.00,L89.003,is-a
L89.00,L89.004,is-a
L89.00,L89.006,is-a
L89.00,L89.009,is-a
L89.01,L89.010,is-a
L89.01,L89.011,is-a
L89.01,L89.012,is-a
L89.01,L89.013,is-a
L89.01,L89.014,is-a
L89.01,L89.016,is-a
L89.01,L89.019,is-a
L89.02,L89.020,is-a
L89.02,L89.021,is-a
L89.02,L89.022,is-a
L89.02,L89.023,is-a
L89.02,L89.024,is-a
L89.02,L89.026,is-a
L89.02,L89.029,is-a
L89.1,L89.10,is-a
L89.1,L89.11,is-a
L89.1,L89.12,is-a
L89.1,L89.13,is-a
L89.1,L89.14,is-a
L89.1,L89.15,is-a
L89.10,L89.100,is-a
L89.10,L89.101,is-a
L89.10,L89.102,is-a
L89.10,L89.103,is-a
L89.10,L89.104,is-a
L89.10,L89.106,is-a
L89.10,L89.109,is-a
L89.11,L89.110,is-a
L89.11,L89.111,is-a
L89.11,L89.112,is-a
L89.11,L89.113,is-a
L89.11,L89.114,is-a
L89.11,L89.116,is-a
L89.11,L89.119,is-a
L89.12,L89.120,is-a
L89.12,L89.121,is-a
L89.12,L89.122,is-a
L89.12,L89.123,is-a
L89.12,L89.124,is-a
L89.12,L89.126,is-a
L89.12,L89.129,is-a
L89.13,L89.130,is-a
L89.13,L89.131,is-a
L89.13,L89.132,is-a
L89.13,L89.133,is-a
L89.13,L89.134,is-a
L89.13,L89.136,is-a
L89.13,L89.139,is-a
L89.14,L89.140,is-a
L89.14,L89.141,is-a
L89.14,L89.142,is-a
L89.14,L89.143,is-a
L89.14,L89.144,is-a
L89.14,L89.146,is-a
L89.14,L89.149,is-a
L89.15,L89.150,is-a
L89.15,L89.151,is-a
L89.15,L89.152,is-a
L89.15,L89.153,is-a
L89.15,L89.154,is-a
L89.15,L89.156,is-a
L89.15,L89.159,is-a
L89.2,L89.20,is-a
L89.2,L89.21,is-a
L89.2,L89.22,is-a
L89.20,L89.200,is-a
L89.20,L89.201,is-a
L89.20,L89.202,is-a
L89.20,L89.203,is-a
L89.20,L89.204,is-a
L89.20,L89.206,is-a
L89.20,L89.209,is-a
L89.21,L89.210,is-a
L89.21,L89.211,is-a
L89.21,L89.212,is-a
L89.21,L89.213,is-a
L89.21,L89.214,is-a
L89.21,L89.216,is-a
L89.21,L89.219,is-a
L89.22,L89.220,is-a
L89.22,L89.221,is-a
L89.22,L89.222,is-a
L89.22,L89.223,is-a
L89.22,L89.224,is-a
L89.22,L89.226,is-a
L89.22,L89.229,is-a
L89.3,L89.30,is-a
L89.3,L89.31,is-a
L89.3,L89.32,is-a
L89.30,L89.300,is-a
L89.30,L89.301,is-a
L89.30,L89.302,is-a
L89.30,L89.303,is-a
L89.30,L89.304,is-a
L89.30,L89.306,is-a
L89.30,L89.309,is-a
L89.31,L89.310,is-a
L89.31,L89.311,is-a
L89.31,L89.312,is-a
L89.31,L89.313,is-a
L89.31,L89.314,is-a
L89.31,L89.316,is-a
L89.31,L89.319,is-a
L89.32,L89.320,is-a
L89.32,L89.321,is-a
L89.32,L89.322,is-a
L89.32,L89.323,is-a
L89.32,L89.324,is-a
L89.32,L89.326,is-a
L89.32,L89.329,is-a
L89.4,L89.40,is-a
L89.4,L89.41,is-a
L89.4,L89.42,is-a
L89.4,L89.43,is-a
L89.4,L89.44,is-a
L89.4,L89.45,is-a
L89.4,L89.46,is-a
L89.5,L89.50,is-a
L89.5,L89.51,is-a
L89.5,L89.52,is-a
L89.50,L89.500,is-a
L89.50,L89.501,is-a
L89.50,L89.502,is-a
L89.50,L89.503,is-a
L89.50,L89.504,is-a
L89.50,L89.506,is-a
L89.50,L89.509,is-a
L89.51,L89.510,is-a
L89.51,L89.511,is-a
L89.51,L89.512,is-a
L89.51,L89.513,is-a
L89.51,L89.514,is-a
L89.51,L89.516,is-a
L89.51,L89.519,is-a
L89.52,L89.520,is-a
L89.52,L89.521,is-a
L89.52,L89.522,is-a
L89.52,L89.523,is-a
L89.52,L89.524,is-a
L89.52,L89.526,is-a
L89.52,L89.529,is-a
L89.6,L89.60,is-a
L89.6,L89.61,is-a
L89.6,L89.62,is-a
L89.60,L89.600,is-a
L89.60,L89.601,is-a
L89.60,L89.602,is-a
L89.60,L89.603,is-a
L89.60,L89.604,is-a
L89.60,L89.606,is-a
L89.60,L89.609,is-a
L89.61,L89.610,is-a
L89.61,L89.611,is-a
L89.61,L89.612,is-a
L89.61,L89.613,is-a
L89.61,L89.614,is-a
L89.61,L89.616,is-a
L89.61,L89.619,is-a
L89.62,L89.620,is-a
L89.62,L89.621,is-a
L89.62,L89.622,is-a
L89.62,L89.623,is-a
L89.62,L89.624,is-a
L89.62,L89.626,is-a
L89.62,L89.629,is-a
L89.8,L89.81,is-a
L89.8,L89.89,is-a
L89.81,L89.810,is-a
L89.81,L89.811,is-a
L89.81,L89.812,is-a
L89.81,L89.813,is-a
L89.81,L89.814,is-a
L89.81,L89.816,is-a
L89.81,L89.819,is-a
L89.89,L89.890,is-a
L89.89,L89.891,is-a
L89.89,L89.892,is-a
L89.89,L89.893,is-a
L89.89,L89.894,is-a
L89.89,L89.896,is-a
L89.89,L89.899,is-a
L89.9,L89.90,is-a
L89.9,L89.91,is-a
L89.9,L89.92,is-a
L89.9,L89.93,is-a
L89.9,L89.94,is-a
L89.9,L89.95,is-a
L89.9,L89.96,is-a
L90,L90.0,is-a
L90,L90.1,is-a
L90,L90.2,is-a
L90,L90.3,is-a
L90,L90.4,is-a
L90,L90.5,is-a
L90,L90.6,is-a
L90,L90.8,is-a
L90,L90.9,is-a
L91,L91.0,is-a
L91,L91.8,is-a
L91,L91.9,is-a
L92,L92.0,is-a
L92,L92.1,is-a
L92,L92.2,is-a
L92,L92.3,is-a
L92,L92.8,is-a
L92,L92.9,is-a
L93,L93.0,is-a
L93,L93.1,is-a
L93,L93.2,is-a
L94,L94.0,is-a
L94,L94.1,is-a
L94,L94.2,is-a
L94,L94.3,is-a
L94,L94.4,is-a
L94,L94.5,is-a
L94,L94.6,is-a
L94,L94.8,is-a
L94,L94.9,is-a
L95,L95.0,is-a
L95,L95.1,is-a
L95,L95.8,is-a
L95,L95.9,is-a
L97,L97.1,is-a
L97,L97.2,is-a
L97,L97.3,is-a
L97,L97.4,is-a
L97,L97.5,is-a
L97,L97.8,is-a
L97,L97.9,is-a
L97.1,L97.10,is-a
L97.1,L97.11,is-a
L97.1,L97.12,is-a
L97.10,L97.101,is-a
L97.10,L97.102,is-a
L97.10,L97.103,is-a
L97.10,L97.104,is-a
L97.10,L97.105,is-a
L97.10,L97.106,is-a
L97.10,L97.108,is-a
L97.10,L97.109,is-a
L97.11,L97.111,is-a
L97.11,L97.112,is-a
L97.11,L97.113,is-a
L97.11,L97.114,is-a
L97.11,L97.115,is-a
L97.11,L97.116,is-a
L97.11,L97.118,is-a
L97.11,L97.119,is-a
L97.12,L97.121,is-a
L97.12,L97.122,is-a
L97.12,L97.123,is-a
L97.12,L97.124,is-a
L97.12,L97.125,is-a
L97.12,L97.126,is-a
L97.12,L97.128,is-a
L97.12,L97.129,is-a
L97.2,L97.20,is-a
L97.2,L97.21,is-a
L97.2,L97.22,is-a
L97.20,L97.201,is-a
L97.20,L97.202,is-a
L97.20,L97.203,is-a
L97.20,L97.204,is-a
L97.20,L97.205,is-a
L97.20,L97.206,is-a
L97.20,L97.208,is-a
L97.20,L97.209,is-a
L97.21,L97.211,is-a
L97.21,L97.212,is-a
L97.21,L97.213,is-a
L97.21,L97.214,is-a
L97.21,L97.215,is-a
L97.21,L97.216,is-a
L97.21,L97.218,is-a
L97.21,L97.219,is-a
L97.22,L97.221,is-a
L97.22,L97.222,is-a
L97.22,L97.223,is-a
L97.22,L97.224,is-a
L97.22,L97.225,is-a
L97.22,L97.226,is-a
L97.22,L97.228,is-a
L97.22,L97.229,is-a
L97.3,L97.30,is-a
L97.3,L97.31,is-a
L97.3,L97.32,is-a
L97.30,L97.301,is-a
L97.30,L97.302,is-a
L97.30,L97.303,is-a
L97.30,L97.304,is-a
L97.30,L97.305,is-a
L97.30,L97.306,is-a
L97.30,L97.308,is-a
L97.30,L97.309,is-a
L97.31,L97.311,is-a
L97.31,L97.312,is-a
L97.31,L97.313,is-a
L97.31,L97.314,is-a
L97.31,L97.315,is-a
L97.31,L97.316,is-a
L97.31,L97.318,is-a
L97.31,L97.319,is-a
L97.32,L97.321,is-a
L97.32,L97.322,is-a
L97.32,L97.323,is-a
L97.32,L97.324,is-a
L97.32,L97.325,is-a
L97.32,L97.326,is-a
L97.32,L97.328,is-a
L97.32,L97.329,is-a
L97.4,L97.40,is-a
L97.4,L97.41,is-a
L97.4,L97.42,is-a
L97.40,L97.401,is-a
L97.40,L97.402,is-a
L97.40,L97.403,is-a
L97.40,L97.404,is-a
L97.40,L97.405,is-a
L97.40,L97.406,is-a
L97.40,L97.408,is-a
L97.40,L97.409,is-a
L97.41,L97.411,is-a
L97.41,L97.412,is-a
L97.41,L97.413,is-a
L97.41,L97.414,is-a
L97.41,L97.415,is-a
L97.41,L97.416,is-a
L97.41,L97.418,is-a
L97.41,L97.419,is-a
L97.42,L97.421,is-a
L97.42,L97.422,is-a
L97.42,L97.423,is-a
L97.42,L97.424,is-a
L97.42,L97.425,is-a
L97.42,L97.426,is-a
L97.42,L97.428,is-a
L97.42,L97.429,is-a
L97.5,L97.50,is-a
L97.5,L97.51,is-a
L97.5,L97.52,is-a
L97.50,L97.501,is-a
L97.50,L97.502,is-a
L97.50,L97.503,is-a
L97.50,L97.504,is-a
L97.50,L97.505,is-a
L97.50,L97.506,is-a
L97.50,L97.508,is-a
L97.50,L97.509,is-a
L97.51,L97.511,is-a
L97.51,L97.512,is-a
L97.51,L97.513,is-a
L97.51,L97.514,is-a
L97.51,L97.515,is-a
L97.51,L97.516,is-a
L97.51,L97.518,is-a
L97.51,L97.519,is-a
L97.52,L97.521,is-a
