parent_code,child_code,relationship
T43.213,T43.213A,is-a
T43.213,T43.213D,is-a
T43.213,T43.213S,is-a
T43.214,T43.214A,is-a
T43.214,T43.214D,is-a
T43.214,T43.214S,is-a
T43.215,T43.215A,is-a
T43.215,T43.215D,is-a
T43.215,T43.215S,is-a
T43.216,T43.216A,is-a
T43.216,T43.216D,is-a
T43.216,T43.216S,is-a
T43.22,T43.221,is-a
T43.22,T43.222,is-a
T43.22,T43.223,is-a
T43.22,T43.224,is-a
T43.22,T43.225,is-a
T43.22,T43.226,is-a
T43.221,T43.221A,is-a
T43.221,T43.221D,is-a
T43.221,T43.221S,is-a
T43.222,T43.222A,is-a
T43.222,T43.222D,is-a
T43.222,T43.222S,is-a
T43.223,T43.223A,is-a
T43.223,T43.223D,is-a
T43.223,T43.223S,is-a
T43.224,T43.224A,is-a
T43.224,T43.224D,is-a
T43.224,T43.224S,is-a
T43.225,T43.225A,is-a
T43.225,T43.225D,is-a
T43.225,T43.225S,is-a
T43.226,T43.226A,is-a
T43.226,T43.226D,is-a
T43.226,T43.226S,is-a
T43.29,T43.291,is-a
T43.29,T43.292,is-a
T43.29,T43.293,is-a
T43.29,T43.294,is-a
T43.29,T43.295,is-a
T43.29,T43.296,is-a
T43.291,T43.291A,is-a
T43.291,T43.291D,is-a
T43.291,T43.291S,is-a
T43.292,T43.292A,is-a
T43.292,T43.292D,is-a
T43.292,T43.292S,is-a
T43.293,T43.293A,is-a
T43.293,T43.293D,is-a
T43.293,T43.293S,is-a
T43.294,T43.294A,is-a
T43.294,T43.294D,is-a
T43.294,T43.294S,is-a
T43.295,T43.295A,is-a
T43.295,T43.295D,is-a
T43.295,T43.295S,is-a
T43.296,T43.296A,is-a
T43.296,T43.296D,is-a
T43.296,T43.296S,is-a
T43.3,T43.3X,is-a
T43.3X,T43.3X1,is-a
T43.3X,T43.3X2,is-a
T43.3X,T43.3X3,is-a
T43.3X,T43.3X4,is-a
T43.3X,T43.3X5,is-a
T43.3X,T43.3X6,is-a
T43.3X1,T43.3X1A,is-a
T43.3X1,T43.3X1D,is-a
T43.3X1,T43.3X1S,is-a
T43.3X2,T43.3X2A,is-a
T43.3X2,T43.3X2D,is-a
T43.3X2,T43.3X2S,is-a
T43.3X3,T43.3X3A,is-a
T43.3X3,T43.3X3D,is-a
T43.3X3,T43.3X3S,is-a
T43.3X4,T43.3X4A,is-a
T43.3X4,T43.3X4D,is-a
T43.3X4,T43.3X4S,is-a
T43.3X5,T43.3X5A,is-a
T43.3X5,T43.3X5D,is-a
T43.3X5,T43.3X5S,is-a
T43.3X6,T43.3X6A,is-a
T43.3X6,T43.3X6D,is-a
T43.3X6,T43.3X6S,is-a
T43.4,T43.4X,is-a
T43.4X,T43.4X1,is-a
T43.4X,T43.4X2,is-a
T43.4X,T43.4X3,is-a
T43.4X,T43.4X4,is-a
T43.4X,T43.4X5,is-a
T43.4X,T43.4X6,is-a
T43.4X1,T43.4X1A,is-a
T43.4X1,T43.4X1D,is-a
T43.4X1,T43.4X1S,is-a
T43.4X2,T43.4X2A,is-a
T43.4X2,T43.4X2D,is-a
T43.4X2,T43.4X2S,is-a
T43.4X3,T43.4X3A,is-a
T43.4X3,T43.4X3D,is-a
T43.4X3,T43.4X3S,is-a
T43.4X4,T43.4X4A,is-a
T43.4X4,T43.4X4D,is-a
T43.4X4,T43.4X4S,is-a
T43.4X5,T43.4X5A,is-a
T43.4X5,T43.4X5D,is-a
T43.4X5,T43.4X5S,is-a
T43.4X6,T43.4X6A,is-a
T43.4X6,T43.4X6D,is-a
T43.4X6,T43.4X6S,is-a
T43.5,T43.50,is-a
T43.5,T43.59,is-a
T43.50,T43.501,is-a
T43.50,T43.502,is-a
T43.50,T43.503,is-a
T43.50,T43.504,is-a
T43.50,T43.505,is-a
T43.50,T43.506,is-a
T43.501,T43.501A,is-a
T43.501,T43.501D,is-a
T43.501,T43.501S,is-a
T43.502,T43.502A,is-a
T43.502,T43.502D,is-a
T43.502,T43.502S,is-a
T43.503,T43.503A,is-a
T43.503,T43.503D,is-a
T43.503,T43.503S,is-a
T43.504,T43.504A,is-a
T43.504,T43.504D,is-a
T43.504,T43.504S,is-a
T43.505,T43.505A,is-a
T43.505,T43.505D,is-a
T43.505,T43.505S,is-a
T43.506,T43.506A,is-a
T43.506,T43.506D,is-a
T43.506,T43.506S,is-a
T43.59,T43.591,is-a
T43.59,T43.592,is-a
T43.59,T43.593,is-a
T43.59,T43.594,is-a
T43.59,T43.595,is-a
T43.59,T43.596,is-a
T43.591,T43.591A,is-a
T43.591,T43.591D,is-a
T43.591,T43.591S,is-a
T43.592,T43.592A,is-a
T43.592,T43.592D,is-a
T43.592,T43.592S,is-a
T43.593,T43.593A,is-a
T43.593,T43.593D,is-a
T43.593,T43.593S,is-a
T43.594,T43.594A,is-a
T43.594,T43.594D,is-a
T43.594,T43.594S,is-a
T43.595,T43.595A,is-a
T43.595,T43.595D,is-a
T43.595,T43.595S,is-a
T43.596,T43.596A,is-a
T43.596,T43.596D,is-a
T43.596,T43.596S,is-a
T43.6,T43.60,is-a
T43.6,T43.61,is-a
T43.6,T43.62,is-a
T43.6,T43.63,is-a
T43.6,T43.64,is-a
T43.6,T43.65,is-a
T43.6,T43.69,is-a
T43.60,T43.601,is-a
T43.60,T43.602,is-a
T43.60,T43.603,is-a
T43.60,T43.604,is-a
T43.60,T43.605,is-a
T43.60,T43.606,is-a
T43.601,T43.601A,is-a
T43.601,T43.601D,is-a
T43.601,T43.601S,is-a
T43.602,T43.602A,is-a
T43.602,T43.602D,is-a
T43.602,T43.602S,is-a
T43.603,T43.603A,is-a
T43.603,T43.603D,is-a
T43.603,T43.603S,is-a
T43.604,T43.604A,is-a
T43.604,T43.604D,is-a
T43.604,T43.604S,is-a
T43.605,T43.605A,is-a
T43.605,T43.605D,is-a
T43.605,T43.605S,is-a
T43.606,T43.606A,is-a
T43.606,T43.606D,is-a
T43.606,T43.606S,is-a
T43.61,T43.611,is-a
T43.61,T43.612,is-a
T43.61,T43.613,is-a
T43.61,T43.614,is-a
T43.61,T43.615,is-a
T43.61,T43.616,is-a
T43.611,T43.611A,is-a
T43.611,T43.611D,is-a
T43.611,T43.611S,is-a
T43.612,T43.612A,is-a
T43.612,T43.612D,is-a
T43.612,T43.612S,is-a
T43.613,T43.613A,is-a
T43.613,T43.613D,is-a
T43.613,T43.613S,is-a
T43.614,T43.614A,is-a
T43.614,T43.614D,is-a
T43.614,T43.614S,is-a
T43.615,T43.615A,is-a
T43.615,T43.615D,is-a
T43.615,T43.615S,is-a
T43.616,T43.616A,is-a
T43.616,T43.616D,is-a
T43.616,T43.616S,is-a
T43.62,T43.621,is-a
T43.62,T43.622,is-a
T43.62,T43.623,is-a
T43.62,T43.624,is-a
T43.62,T43.625,is-a
T43.62,T43.626,is-a
T43.621,T43.621A,is-a
T43.621,T43.621D,is-a
T43.621,T43.621S,is-a
T43.622,T43.622A,is-a
T43.622,T43.622D,is-a
T43.622,T43.622S,is-a
T43.623,T43.623A,is-a
T43.623,T43.623D,is-a
T43.623,T43.623S,is-a
T43.624,T43.624A,is-a
T43.624,T43.624D,is-a
T43.624,T43.624S,is-a
T43.625,T43.625A,is-a
T43.625,T43.625D,is-a
T43.625,T43.625S,is-a
T43.626,T43.626A,is-a
T43.626,T43.626D,is-a
T43.626,T43.626S,is-a
T43.63,T43.631,is-a
T43.63,T43.632,is-a
T43.63,T43.633,is-a
T43.63,T43.634,is-a
T43.63,T43.635,is-a
T43.63,T43.636,is-a
T43.631,T43.631A,is-a
T43.631,T43.631D,is-a
T43.631,T43.631S,is-a
T43.632,T43.632A,is-a
T43.632,T43.632D,is-a
T43.632,T43.632S,is-a
T43.633,T43.633A,is-a
T43.633,T43.633D,is-a
T43.633,T43.633S,is-a
T43.634,T43.634A,is-a
T43.634,T43.634D,is-a
T43.634,T43.634S,is-a
T43.635,T43.635A,is-a
T43.635,T43.635D,is-a
T43.635,T43.635S,is-a
T43.636,T43.636A,is-a
T43.636,T43.636D,is-a
T43.636,T43.636S,is-a
T43.64,T43.641,is-a
T43.64,T43.642,is-a
T43.64,T43.643,is-a
T43.64,T43.644,is-a
T43.641,T43.641A,is-a
T43.641,T43.641D,is-a
T43.641,T43.641S,is-a
T43.642,T43.642A,is-a
T43.642,T43.642D,is-a
T43.642,T43.642S,is-a
T43.643,T43.643A,is-a
T43.643,T43.643D,is-a
T43.643,T43.643S,is-a
T43.644,T43.644A,is-a
T43.644,T43.644D,is-a
T43.644,T43.644S,is-a
T43.65,T43.651,is-a
T43.65,T43.652,is-a
T43.65,T43.653,is-a
T43.65,T43.654,is-a
T43.65,T43.655,is-a
T43.65,T43.656,is-a
T43.651,T43.651A,is-a
T43.651,T43.651D,is-a
T43.651,T43.651S,is-a
T43.652,T43.652A,is-a
T43.652,T43.652D,is-a
T43.652,T43.652S,is-a
T43.653,T43.653A,is-a
T43.653,T43.653D,is-a
T43.653,T43.653S,is-a
T43.654,T43.654A,is-a
T43.654,T43.654D,is-a
T43.654,T43.654S,is-a
T43.655,T43.655A,is-a
T43.655,T43.655D,is-a
T43.655,T43.655S,is-a
T43.656,T43.656A,is-a
T43.656,T43.656D,is-a
T43.656,T43.656S,is-a
T43.69,T43.691,is-a
T43.69,T43.692,is-a
T43.69,T43.693,is-a
T43.69,T43.694,is-a
T43.69,T43.695,is-a
T43.69,T43.696,is-a
T43.691,T43.691A,is-a
T43.691,T43.691D,is-a
T43.691,T43.691S,is-a
T43.692,T43.692A,is-a
T43.692,T43.692D,is-a
T43.692,T43.692S,is-a
T43.693,T43.693A,is-a
T43.693,T43.693D,is-a
T43.693,T43.693S,is-a
T43.694,T43.694A,is-a
T43.694,T43.694D,is-a
T43.694,T43.694S,is-a
T43.695,T43.695A,is-a
T43.695,T43.695D,is-a
T43.695,T43.695S,is-a
T43.696,T43.696A,is-a
T43.696,T43.696D,is-a
T43.696,T43.696S,is-a
T43.8,T43.8X,is-a
T43.8X,T43.8X1,is-a
T43.8X,T43.8X2,is-a
T43.8X,T43.8X3,is-a
T43.8X,T43.8X4,is-a
T43.8X,T43.8X5,is-a
T43.8X,T43.8X6,is-a
T43.8X1,T43.8X1A,is-a
T43.8X1,T43.8X1D,is-a
T43.8X1,T43.8X1S,is-a
T43.8X2,T43.8X2A,is-a
T43.8X2,T43.8X2D,is-a
T43.8X2,T43.8X2S,is-a
T43.8X3,T43.8X3A,is-a
T43.8X3,T43.8X3D,is-a
T43.8X3,T43.8X3S,is-a
T43.8X4,T43.8X4A,is-a
T43.8X4,T43.8X4D,is-a
T43.8X4,T43.8X4S,is-a
T43.8X5,T43.8X5A,is-a
T43.8X5,T43.8X5D,is-a
T43.8X5,T43.8X5S,is-a
T43.8X6,T43.8X6A,is-a
T43.8X6,T43.8X6D,is-a
T43.8X6,T43.8X6S,is-a
T43.9,T43.91,is-a
T43.9,T43.92,is-a
T43.9,T43.93,is-a
T43.9,T43.94,is-a
T43.9,T43.95,is-a
T43.9,T43.96,is-a
T44,T44.0,is-a
T44,T44.1,is-a
T44,T44.2,is-a
T44,T44.3,is-a
T44,T44.4,is-a
T44,T44.5,is-a
T44,T44.6,is-a
T44,T44.7,is-a
T44,T44.8,is-a
T44,T44.9,is-a
T44.0,T44.0X,is-a
T44.0X,T44.0X1,is-a
T44.0X,T44.0X2,is-a
T44.0X,T44.0X3,is-a
T44.0X,T44.0X4,is-a
T44.0X,T44.0X5,is-a
T44.0X,T44.0X6,is-a
T44.0X1,T44.0X1A,is-a
T44.0X1,T44.0X1D,is-a
T44.0X1,T44.0X1S,is-a
T44.0X2,T44.0X2A,is-a
T44.0X2,T44.0X2D,is-a
T44.0X2,T44.0X2S,is-a
T44.0X3,T44.0X3A,is-a
T44.0X3,T44.0X3D,is-a
T44.0X3,T44.0X3S,is-a
T44.0X4,T44.0X4A,is-a
T44.0X4,T44.0X4D,is-a
T44.0X4,T44.0X4S,is-a
T44.0X5,T44.0X5A,is-a
T44.0X5,T44.0X5D,is-a
T44.0X5,T44.0X5S,is-a
T44.0X6,T44.0X6A,is-a
T44.0X6,T44.0X6D,is-a
T44.0X6,T44.0X6S,is-a
T44.1,T44.1X,is-a
T44.1X,T44.1X1,is-a
T44.1X,T44.1X2,is-a
T44.1X,T44.1X3,is-a
T44.1X,T44.1X4,is-a
T44.1X,T44.1X5,is-a
T44.1X,T44.1X6,is-a
T44.1X1,T44.1X1A,is-a
T44.1X1,T44.1X1D,is-a
T44.1X1,T44.1X1S,is-a
T44.1X2,T44.1X2A,is-a
T44.1X2,T44.1X2D,is-a
T44.1X2,T44.1X2S,is-a
T44.1X3,T44.1X3A,is-a
T44.1X3,T44.1X3D,is-a
T44.1X3,T44.1X3S,is-a
T44.1X4,T44.1X4A,is-a
T44.1X4,T44.1X4D,is-a
T44.1X4,T44.1X4S,is-a
T44.1X5,T44.1X5A,is-a
T44.1X5,T44.1X5D,is-a
T44.1X5,T44.1X5S,is-a
T44.1X6,T44.1X6A,is-a
T44.1X6,T44.1X6D,is-a
T44.1X6,T44.1X6S,is-a
T44.2,T44.2X,is-a
T44.2X,T44.2X1,is-a
T44.2X,T44.2X2,is-a
T44.2X,T44.2X3,is-a
T44.2X,T44.2X4,is-a
T44.2X,T44.2X5,is-a
T44.2X,T44.2X6,is-a
T44.2X1,T44.2X1A,is-a
T44.2X1,T44.2X1D,is-a
T44.2X1,T44.2X1S,is-a
T44.2X2,T44.2X2A,is-a
T44.2X2,T44.2X2D,is-a
T44.2X2,T44.2X2S,is-a
T44.2X3,T44.2X3A,is-a
T44.2X3,T44.2X3D,is-a
T44.2X3,T44.2X3S,is-a
T44.2X4,T44.2X4A,is-a
T44.2X4,T44.2X4D,is-a
T44.2X4,T44.2X4S,is-a
T44.2X5,T44.2X5A,is-a
T44.2X5,T44.2X5D,is-a
T44.2X5,T44.2X5S,is-a
T44.2X6,T44.2X6A,is-a
T44.2X6,T44.2X6D,is-a
T44.2X6,T44.2X6S,is-a
T44.3,T44.3X,is-a
T44.3X,T44.3X1,is-a
T44.3X,T44.3X2,is-a
T44.3X,T44.3X3,is-a
T44.3X,T44.3X4,is-a
T44.3X,T44.3X5,is-a
T44.3X,T44.3X6,is-a
T44.3X1,T44.3X1A,is-a
T44.3X1,T44.3X1D,is-a
T44.3X1,T44.3X1S,is-a
T44.3X2,T44.3X2A,is-a
T44.3X2,T44.3X2D,is-a
T44.3X2,T44.3X2S,is-a
T44.3X3,T44.3X3A,is-a
T44.3X3,T44.3X3D,is-a
T44.3X3,T44.3X3S,is-a
T44.3X4,T44.3X4A,is-a
T44.3X4,T44.3X4D,is-a
T44.3X4,T44.3X4S,is-a
T44.3X5,T44.3X5A,is-a
T44.3X5,T44.3X5D,is-a
T44.3X5,T44.3X5S,is-a
T44.3X6,T44.3X6A,is-a
T44.3X6,T44.3X6D,is-a
T44.3X6,T44.3X6S,is-a
T44.4,T44.4X,is-a
T44.4X,T44.4X1,is-a
T44.4X,T44.4X2,is-a
T44.4X,T44.4X3,is-a
T44.4X,T44.4X4,is-a
T44.4X,T44.4X5,is-a
T44.4X,T44.4X6,is-a
T44.4X1,T44.4X1A,is-a
T44.4X1,T44.4X1D,is-a
T44.4X1,T44.4X1S,is-a
T44.4X2,T44.4X2A,is-a
T44.4X2,T44.4X2D,is-a
T44.4X2,T44.4X2S,is-a
T44.4X3,T44.4X3A,is-a
T44.4X3,T44.4X3D,is-a
T44.4X3,T44.4X3S,is-a
T44.4X4,T44.4X4A,is-a
T44.4X4,T44.4X4D,is-a
T44.4X4,T44.4X4S,is-a
T44.4X5,T44.4X5A,is-a
T44.4X5,T44.4X5D,is-a
T44.4X5,T44.4X5S,is-a
T44.4X6,T44.4X6A,is-a
T44.4X6,T44.4X6D,is-a
T44.4X6,T44.4X6S,is-a
T44.5,T44.5X,is-a
T44.5X,T44.5X1,is-a
T44.5X,T44.5X2,is-a
T44.5X,T44.5X3,is-a
T44.5X,T44.5X4,is-a
T44.5X,T44.5X5,is-a
T44.5X,T44.5X6,is-a
T44.5X1,T44.5X1A,is-a
T44.5X1,T44.5X1D,is-a
T44.5X1,T44.5X1S,is-a
T44.5X2,T44.5X2A,is-a
T44.5X2,T44.5X2D,is-a
T44.5X2,T44.5X2S,is-a
T44.5X3,T44.5X3A,is-a
T44.5X3,T44.5X3D,is-a
T44.5X3,T44.5X3S,is-a
T44.5X4,T44.5X4A,is-a
T44.5X4,T44.5X4D,is-a
T44.5X4,T44.5X4S,is-a
T44.5X5,T44.5X5A,is-a
T44.5X5,T44.5X5D,is-a
T44.5X5,T44.5X5S,is-a
T44.5X6,T44.5X6A,is-a
T44.5X6,T44.5X6D,is-a
T44.5X6,T44.5X6S,is-a
T44.6,T44.6X,is-a
T44.6X,T44.6X1,is-a
T44.6X,T44.6X2,is-a
T44.6X,T44.6X3,is-a
T44.6X,T44.6X4,is-a
T44.6X,T44.6X5,is-a
T44.6X,T44.6X6,is-a
T44.6X1,T44.6X1A,is-a
T44.6X1,T44.6X1D,is-a
T44.6X1,T44.6X1S,is-a
T44.6X2,T44.6X2A,is-a
T44.6X2,T44.6X2D,is-a
T44.6X2,T44.6X2S,is-a
T44.6X3,T44.6X3A,is-a
T44.6X3,T44.6X3D,is-a
T44.6X3,T44.6X3S,is-a
T44.6X4,T44.6X4A,is-a
T44.6X4,T44.6X4D,is-a
T44.6X4,T44.6X4S,is-a
T44.6X5,T44.6X5A,is-a
T44.6X5,T44.6X5D,is-a
T44.6X5,T44.6X5S,is-a
T44.6X6,T44.6X6A,is-a
T44.6X6,T44.6X6D,is-a
T44.6X6,T44.6X6S,is-a
T44.7,T44.7X,is-a
T44.7X,T44.7X1,is-a
T44.7X,T44.7X2,is-a
T44.7X,T44.7X3,is-a
T44.7X,T44.7X4,is-a
T44.7X,T44.7X5,is-a
T44.7X,T44.7X6,is-a
T44.7X1,T44.7X1A,is-a
T44.7X1,T44.7X1D,is-a
T44.7X1,T44.7X1S,is-a
T44.7X2,T44.7X2A,is-a
T44.7X2,T44.7X2D,is-a
T44.7X2,T44.7X2S,is-a
T44.7X3,T44.7X3A,is-a
T44.7X3,T44.7X3D,is-a
T44.7X3,T44.7X3S,is-a
T44.7X4,T44.7X4A,is-a
T44.7X4,T44.7X4D,is-a
T44.7X4,T44.7X4S,is-a
T44.7X5,T44.7X5A,is-a
T44.7X5,T44.7X5D,is-a
T44.7X5,T44.7X5S,is-a
T44.7X6,T44.7X6A,is-a
T44.7X6,T44.7X6D,is-a
T44.7X6,T44.7X6S,is-a
T44.8,T44.8X,is-a
T44.8X,T44.8X1,is-a
T44.8X,T44.8X2,is-a
T44.8X,T44.8X3,is-a
T44.8X,T44.8X4,is-a
T44.8X,T44.8X5,is-a
T44.8X,T44.8X6,is-a
T44.8X1,T44.8X1A,is-a
T44.8X1,T44.8X1D,is-a
T44.8X1,T44.8X1S,is-a
T44.8X2,T44.8X2A,is-a
T44.8X2,T44.8X2D,is-a
T44.8X2,T44.8X2S,is-a
T44.8X3,T44.8X3A,is-a
T44.8X3,T44.8X3D,is-a
T44.8X3,T44.8X3S,is-a
T44.8X4,T44.8X4A,is-a
T44.8X4,T44.8X4D,is-a
T44.8X4,T44.8X4S,is-a
T44.8X5,T44.8X5A,is-a
T44.8X5,T44.8X5D,is-a
T44.8X5,T44.8X5S,is-a
T44.8X6,T44.8X6A,is-a
T44.8X6,T44.8X6D,is-a
T44.8X6,T44.8X6S,is-a
T44.9,T44.90,is-a
T44.9,T44.99,is-a
T44.90,T44.901,is-a
T44.90,T44.902,is-a
T44.90,T44.903,is-a
T44.90,T44.904,is-a
T44.90,T44.905,is-a
T44.90,T44.906,is-a
T44.901,T44.901A,is-a
T44.901,T44.901D,is-a
T44.901,T44.901S,is-a
T44.902,T44.902A,is-a
T44.902,T44.902D,is-a
T44.902,T44.902S,is-a
T44.903,T44.903A,is-a
T44.903,T44.903D,is-a
T44.903,T44.903S,is-a
T44.904,T44.904A,is-a
T44.904,T44.904D,is-a
T44.904,T44.904S,is-a
T44.905,T44.905A,is-a
T44.905,T44.905D,is-a
T44.905,T44.905S,is-a
T44.906,T44.906A,is-a
T44.906,T44.906D,is-a
T44.906,T44.906S,is-a
T44.99,T44.991,is-a
T44.99,T44.992,is-a
T44.99,T44.993,is-a
T44.99,T44.994,is-a
T44.99,T44.995,is-a
T44.99,T44.996,is-a
T44.991,T44.991A,is-a
T44.991,T44.991D,is-a
T44.991,T44.991S,is-a
T44.992,T44.992A,is-a
T44.992,T44.992D,is-a
T44.992,T44.992S,is-a
T44.993,T44.993A,is-a
T44.993,T44.993D,is-a
T44.993,T44.993S,is-a
T44.994,T44.994A,is-a
T44.994,T44.994D,is-a
T44.994,T44.994S,is-a
T44.995,T44.995A,is-a
T44.995,T44.995D,is-a
T44.995,T44.995S,is-a
T44.996,T44.996A,is-a
T44.996,T44.996D,is-a
T44.996,T44.996S,is-a
T45,T45.0,is-a
T45,T45.1,is-a
T45,T45.2,is-a
T45,T45.3,is-a
T45,T45.4,is-a
T45,T45.5,is-a
T45,T45.6,is-a
T45,T45.7,is-a
T45,T45.8,is-a
T45,T45.9,is-a
T45,T45.A,is-a
T45.0,T45.0X,is-a
T45.0X,T45.0X1,is-a
T45.0X,T45.0X2,is-a
T45.0X,T45.0X3,is-a
T45.0X,T45.0X4,is-a
T45.0X,T45.0X5,is-a
T45.0X,T45.0X6,is-a
T45.0X1,T45.0X1A,is-a
T45.0X1,T45.0X1D,is-a
T45.0X1,T45.0X1S,is-a
T45.0X2,T45.0X2A,is-a
T45.0X2,T45.0X2D,is-a
T45.0X2,T45.0X2S,is-a
T45.0X3,T45.0X3A,is-a
T45.0X3,T45.0X3D,is-a
T45.0X3,T45.0X3S,is-a
T45.0X4,T45.0X4A,is-a
T45.0X4,T45.0X4D,is-a
T45.0X4,T45.0X4S,is-a
T45.0X5,T45.0X5A,is-a
T45.0X5,T45.0X5D,is-a
T45.0X5,T45.0X5S,is-a
T45.0X6,T45.0X6A,is-a
T45.0X6,T45.0X6D,is-a
T45.0X6,T45.0X6S,is-a
T45.1,T45.1X,is-a
T45.1X,T45.1X1,is-a
T45.1X,T45.1X2,is-a
T45.1X,T45.1X3,is-a
T45.1X,T45.1X4,is-a
T45.1X,T45.1X5,is-a
T45.1X,T45.1X6,is-a
T45.1X1,T45.1X1A,is-a
T45.1X1,T45.1X1D,is-a
T45.1X1,T45.1X1S,is-a
T45.1X2,T45.1X2A,is-a
T45.1X2,T45.1X2D,is-a
T45.1X2,T45.1X2S,is-a
T45.1X3,T45.1X3A,is-a
T45.1X3,T45.1X3D,is-a
T45.1X3,T45.1X3S,is-a
T45.1X4,T45.1X4A,is-a
T45.1X4,T45.1X4D,is-a
T45.1X4,T45.1X4S,is-a
T45.1X5,T45.1X5A,is-a
T45.1X5,T45.1X5D,is-a
T45.1X5,T45.1X5S,is-a
T45.1X6,T45.1X6A,is-a
T45.1X6,T45.1X6D,is-a
T45.1X6,T45.1X6S,is-a
T45.2,T45.2X,is-a
T45.2X,T45.2X1,is-a
T45.2X,T45.2X2,is-a
T45.2X,T45.2X3,is-a
T45.2X,T45.2X4,is-a
T45.2X,T45.2X5,is-a
T45.2X,T45.2X6,is-a
T45.2X1,T45.2X1A,is-a
T45.2X1,T45.2X1D,is-a
T45.2X1,T45.2X1S,is-a
T45.2X2,T45.2X2A,is-a
T45.2X2,T45.2X2D,is-a
T45.2X2,T45.2X2S,is-a
T45.2X3,T45.2X3A,is-a
T45.2X3,T45.2X3D,is-a
T45.2X3,T45.2X3S,is-a
T45.2X4,T45.2X4A,is-a
T45.2X4,T45.2X4D,is-a
T45.2X4,T45.2X4S,is-a
T45.2X5,T45.2X5A,is-a
T45.2X5,T45.2X5D,is-a
T45.2X5,T45.2X5S,is-a
T45.2X6,T45.2X6A,is-a
T45.2X6,T45.2X6D,is-a
T45.2X6,T45.2X6S,is-a
T45.3,T45.3X,is-a
T45.3X,T45.3X1,is-a
T45.3X,T45.3X2,is-a
T45.3X,T45.3X3,is-a
T45.3X,T45.3X4,is-a
T45.3X,T45.3X5,is-a
T45.3X,T45.3X6,is-a
T45.3X1,T45.3X1A,is-a
T45.3X1,T45.3X1D,is-a
T45.3X1,T45.3X1S,is-a
T45.3X2,T45.3X2A,is-a
T45.3X2,T45.3X2D,is-a
T45.3X2,T45.3X2S,is-a
T45.3X3,T45.3X3A,is-a
T45.3X3,T45.3X3D,is-a
T45.3X3,T45.3X3S,is-a
T45.3X4,T45.3X4A,is-a
T45.3X4,T45.3X4D,is-a
T45.3X4,T45.3X4S,is-a
T45.3X5,T45.3X5A,is-a
T45.3X5,T45.3X5D,is-a
T45.3X5,T45.3X5S,is-a
T45.3X6,T45.3X6A,is-a
T45.3X6,T45.3X6D,is-a
T45.3X6,T45.3X6S,is-a
T45.4,T45.4X,is-a
T45.4X,T45.4X1,is-a
T45.4X,T45.4X2,is-a
T45.4X,T45.4X3,is-a
T45.4X,T45.4X4,is-a
T45.4X,T45.4X5,is-a
T45.4X,T45.4X6,is-a
T45.4X1,T45.4X1A,is-a
T45.4X1,T45.4X1D,is-a
T45.4X1,T45.4X1S,is-a
T45.4X2,T45.4X2A,is-a
T45.4X2,T45.4X2D,is-a
T45.4X2,T45.4X2S,is-a
T45.4X3,T45.4X3A,is-a
T45.4X3,T45.4X3D,is-a
T45.4X3,T45.4X3S,is-a
T45.4X4,T45.4X4A,is-a
T45.4X4,T45.4X4D,is-a
T45.4X4,T45.4X4S,is-a
T45.4X5,T45.4X5A,is-a
T45.4X5,T45.4X5D,is-a
T45.4X5,T45.4X5S,is-a
T45.4X6,T45.4X6A,is-a
T45.4X6,T45.4X6D,is-a
T45.4X6,T45.4X6S,is-a
T45.5,T45.51,is-a
T45.5,T45.52,is-a
T45.51,T45.511,is-a
T45.51,T45.512,is-a
T45.51,T45.513,is-a
T45.51,T45.514,is-a
T45.51,T45.515,is-a
T45.51,T45.516,is-a
T45.511,T45.511A,is-a
T45.511,T45.511D,is-a
T45.511,T45.511S,is-a
T45.512,T45.512A,is-a
T45.512,T45.512D,is-a
T45.512,T45.512S,is-a
T45.513,T45.513A,is-a
T45.513,T45.513D,is-a
T45.513,T45.513S,is-a
T45.514,T45.514A,is-a
T45.514,T45.514D,is-a
T45.514,T45.514S,is-a
T45.515,T45.515A,is-a
T45.515,T45.515D,is-a
T45.515,T45.515S,is-a
T45.516,T45.516A,is-a
T45.516,T45.516D,is-a
T45.516,T45.516S,is-a
T45.52,T45.521,is-a
T45.52,T45.522,is-a
T45.52,T45.523,is-a
T45.52,T45.524,is-a
T45.52,T45.525,is-a
T45.52,T45.526,is-a
T45.521,T45.521A,is-a
T45.521,T45.521D,is-a
T45.521,T45.521S,is-a
T45.522,T45.522A,is-a
T45.522,T45.522D,is-a
T45.522,T45.522S,is-a
T45.523,T45.523A,is-a
T45.523,T45.523D,is-a
T45.523,T45.523S,is-a
T45.524,T45.524A,is-a
T45.524,T45.524D,is-a
T45.524,T45.524S,is-a
T45.525,T45.525A,is-a
T45.525,T45.525D,is-a
T45.525,T45.525S,is-a
T45.526,T45.526A,is-a
T45.526,T45.526D,is-a
T45.526,T45.526S,is-a
T45.6,T45.60,is-a
T45.6,T45.61,is-a
T45.6,T45.62,is-a
T45.6,T45.69,is-a
T45.60,T45.601,is-a
T45.60,T45.602,is-a
T45.60,T45.603,is-a
T45.60,T45.604,is-a
T45.60,T45.605,is-a
T45.60,T45.606,is-a
T45.601,T45.601A,is-a
T45.601,T45.601D,is-a
T45.601,T45.601S,is-a
T45.602,T45.602A,is-a
T45.602,T45.602D,is-a
T45.602,T45.602S,is-a
T45.603,T45.603A,is-a
T45.603,T45.603D,is-a
T45.603,T45.603S,is-a
T45.604,T45.604A,is-a
